stream,profile,FPS,mean_ms,diagnose+prefix_ms,resize_ms,restore_ms,detect_ms,segment_ms,protect_ms,compress_ms,motion_ms
clean,fast,45.45127146516394,22.001584725004857,13.517573891651105,0.03218232500330487,2.3706618083906505,4.032078858350967,0.0014423332989584499,0.07601185003901871,0.6227586583842518,1.2464201416605647
clean,balanced,20.765209958099526,48.157471174999955,11.941352741647885,1.0723354583281737,18.794225008362748,14.2637795416249,0.6968885416426929,0.14188225003029706,1.2046100583347652,0.000129175017112478
clean,quality,12.806655646943675,78.08439826666624,12.457028791724648,0.0006697166782032582,35.73569303337081,26.442166975016335,0.935553125016971,0.2623180583668727,2.125878049976867,0.00011490834215995467
night+noise,fast,44.5345726548747,22.454464933336265,13.528647183253875,0.03158577499107196,2.820105824980601,3.729870483365024,0.0013329333038806606,0.07648780832975415,0.5660451833819025,1.6360600417025732
night+noise,balanced,18.665812324553894,53.573880558337805,13.613988933373852,1.2182757249471858,21.4658051833491,15.031715299960524,0.6085412999937034,0.126322974976271,1.2726253250320951,0.00011076666244965357
night+noise,quality,2.774840878484099,360.38102499999997,50.21250904159539,0.0010114500128111104,276.3965666832822,29.46966216668443,0.9281420416452116,0.2645353833410506,2.706189233299483,9.580833193467697e-05
