input_size,ms/frame,max_FPS
224,32.45745429999971,30.809563521437628
320,64.727551,15.449371782967656
416,104.66325904999962,9.554451190195415
512,140.0002852,7.142842591866377
608,210.53703929999944,4.749758063117223
