operation,numpy_ms,opencv_ms,speedup,max_abs_diff
mean 5x5,12.800113333317617,0.09778763333088136,130.89705617484597,0.0
median 3x3,30.916674666665738,0.07693000000017491,401.8806014116137,0.0
median 5x5,96.75827099999879,0.5814250999947035,166.41571029678664,0.0
Laplacian,7.203159333281898,0.6962229999999181,10.346051959333067,0.0
