sigma_px,freq_ms,spatial_ms,PSNR(freq vs spatial)
1.0,133.01113100010298,1.0037250001460052,58.99197788599388
3.0,129.23583199994937,2.6578890001474065,57.661016542601004
8.0,128.20124799986843,10.178155000176048,56.595946154543114
